cpb,titulo_original,ano_ref,ano_producao_inicial,uf_requerente,segmento_destinacao_inicial,tipo_obra,familia_chamada,chamada_publica,coproducao_internacional,valor_contrato_brl,n_contratos_fsa,fator_real_2024,valor_contrato_r2024,valor_fsa_r2024,inv_fsa_r2024,inv_renuncia_r2024,tem_renuncia,publico_domestico,chegou_cinema,publico_por_milhao_r2024,renda_total,sessoes_total,n_municipios,eventos_intl,pontos_intl,fest_pontuacao,fest_n,admissoes_europa,vod_eu_presencas,cartaz_eua,cartaz_asia,intl_n_mercados,desempenho_internacional,intl_n_sinais,tem_internacional,n_canais_intl,vod_paises,critica_indice_1_5,imdb_rating,imdb_n_votos,tem_critica,tem_imdb
B1800282400000,CANDEIA,2013,2018,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,500000.0,1,1.861311,930655.5,930655.5,930655.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,6.9,11.0,False,True
B1600766600000,UM MARANHENSE CHAMADO JOSÉ RIBAMAR,2013,2016,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,500000.0,1,1.861311,930655.5,930655.5,930655.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1500351900000,HÁ MUITAS NOITES NA NOITE,2009,2014,RJ,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,500000.0,1,2.353382,1176691.0,1176691.0,1176691.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,4.013,,,True,False
B2500338900000,GONZAGUINHA - DA MAIOR LIBERDADE,2018,2025,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,FLUXO CONTINUO,FLUXO CONTÍNUO PRODUÇÃO PARA TELEVISÃO,False,500000.0,1,1.392194,696097.0,696097.0,696097.0,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000320300000,O SENTIDO DA VIDA,2014,2020,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,PRODECINE,PRODECINE 01,True,750000.0,2,1.749188,1836647.4,1311891.0,1311891.0,524756.4,True,151.0,True,82.21501851689116,2810.28,96.0,8.0,,,,,,,False,False,0,0.0,1,True,1.0,0.0,3.2,8.2,8.0,True,True
B1301739100000,BONITINHA MAS ORDINÁRIA,2009,2012,RJ,INDEFINIDO,FICÇÃO,PRODECINE,PRODECINE 02,False,500000.0,1,2.353382,5293443.4799999995,1176691.0,1176691.0,4116752.48,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,2.4,5.3,284.0,True,True
B2100262000000,VENTOS QUE SOPRAM MARANHÃO,2013,2021,DF,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,500000.0,1,1.861311,930655.5,930655.5,930655.5,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1600564100000,VERMELHO RUSSO,2012,2016,SP,SALAS DE EXIBIÇÃO,FICÇÃO,PRODECINE,PRODECINE 02,False,500000.0,1,1.971315,3233795.5225,985657.5,985657.5,2248138.0225,True,7999.0,True,2473.5639419205118,122476.29,632.0,20.0,,,8.0,2.0,,10.0,False,False,0,11.6,2,True,1.0,6.0,,6.4,181.0,False,True
B2100027200000,JAIR RODRIGUES - DEIXA QUE DIGAM,2013,2021,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,PRODECINE,PRODECINE 02,False,817934.9199999999,3,1.861311,1988199.63019648,1522431.26388012,1395495.63019648,592704.0,True,2430.0,True,1222.211272496746,37636.87,406.0,16.0,,,,,,,False,False,0,0.0,0,False,,,,7.8,20.0,False,True
B1900595100000,"BLITZ, O FILME",2013,2019,RJ,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,PRODAV,PRODAV 01,False,499999.0,1,1.861311,930653.6386889999,930653.6386889999,930653.6386889999,0.0,False,402.0,True,431.9544708021475,6077.63,24.0,3.0,,,,,,,False,False,0,0.0,0,False,,,3.933,7.6,25.0,True,True
B2600008400000,SAM,2018,2026,BA,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,SAV/MINC 05,SAV/MINC 05,False,499950.0,1,1.392194,696027.3903,696027.3903,696027.3903,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2000154700000,SONHADORES,2015,2020,BA,RADIODIFUSÃO DE SONS E IMAGENS (TV ABERTA),FICÇÃO,ARRANJOS,ARRANJOS REGIONAIS,False,499912.08,1,1.580544,1570437.7187494,790133.03857152,790133.03857152,780304.68017788,True,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B1800213800000,BIXA TRAVESTY,2015,2018,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,PRODAV,PRODAV 07,False,499880.0,1,1.580544,790082.3347199999,790082.3347199999,790082.3347199999,0.0,False,17378.0,True,21995.175991573906,96142.37,641.0,17.0,,,57.0,21.0,3630.0,,False,False,1,18.07,2,True,1.0,0.0,,7.2,615.0,False,True
B2500249300000,É TUDO PARENTE,2018,2025,MG,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,SAV/MINC 04,SAV/MINC 04,False,499860.0,1,1.392194,695902.0928399999,695902.0928399999,695902.0928399999,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400412900000,O JARDIM DE MARIA,2018,2024,SP,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,SAV/MINC 04,SAV/MINC 04,False,499800.0,1,1.392194,695818.5612,695818.5612,695818.5612,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2400164700000,AGUDÁS - PASSAGEIROS DA HISTÓRIA,2018,2024,RJ,SALAS DE EXIBIÇÃO,DOCUMENTÁRIO,SAV/MINC 04,SAV/MINC 04,False,499799.04,1,1.392194,695817.2246937599,695817.2246937599,695817.2246937599,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
B2600029800000,ESTOPIM,2022,2026,SP,COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA),DOCUMENTÁRIO,NOVOS REALIZADORES,PRODUÇÃO TV/VOD - NOVOS REALIZADORES,False,499543.0,1,1.096731,547864.293933,547864.293933,547864.293933,0.0,False,,False,0.0,,,,,,,,,,False,False,0,0.0,0,False,,,,,,False,False
