CPB;titulo;ano;cat;instrumento;critica_indice_1_5;critica_n_fontes;cita_n_papers;cita_soma_cit;IMDB_VOTES;qid;L;L_nonpten;pv2024;sitelinks
B1600567900000;O SHAOLIN DO SERTÃO;2016;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.0;1;;;829.0;Q23899102;2;0;14520;2
B1700011500000;PEIXONAUTA: O FILME;2016;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.5;1;0.0;;108.0;Q124414986;1;0;2860;1
B1700177700000;UM TIO QUASE PERFEITO;2016;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.0;1;;;391.0;Q65167763;1;0;2333;1
B1800206400000;UMA NOITE NÃO É NADA;2016;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;24.0;9.0;;;0;0;0;0
B1600564100000;VERMELHO RUSSO;2016;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;12.0;41.0;181.0;Q48877109;2;1;784;2
B1700353800000;BERENICE PROCURA;2017;Bilheteria · Distribuidora;FSA puro;2.7;1;4.0;0.0;173.0;Q65174651;1;0;2765;1
B1700119200000;COMO NOSSOS PAIS;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.7;1;;;2426.0;Q28753457;6;4;9864;6
B1700395900000;DUAS DE MIM;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.2;1;;;152.0;Q61002555;2;1;2747;2
B1700109600000;GOSTOSAS, LINDAS E SEXIES;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.3;1;0.0;;140.0;Q30935487;2;1;14774;2
B1700571300000;HAPPY HOUR;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;3.0;0.0;91.0;Q106719363;3;2;120;3
B1700600100000;MINHA FAMA DE MAU;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;625.0;;0;0;0;0
B1700168200000;NINGUÉM ENTRA, NINGUÉM SAI;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.43;2;;;223.0;Q48877381;2;1;3086;2
B1700260300000;O BANQUETE;2017;Bilheteria · Distribuidora;FSA puro;0.0;0;1.0;0.0;274.0;Q56351247;2;1;6083;2
B1700052200000;O CRIME DA GÁVEA;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;0.0;;75.0;Q28920512;2;1;2235;2
B1700513700000;O NOME DA MORTE;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.57;2;;;787.0;Q83271907;2;2;240;2
B1800202100000;PARAÍSO PERDIDO;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.84;2;;;;;0;0;0;0
B1700480900000;ZAMA;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;7697.0;;0;0;0;0
B1800089700000;A MULHER DO MEU MARIDO;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.3;1;;;143.0;;0;0;0;0
B1900019800000;ALBATROZ;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;8.0;0.0;155.0;;0;0;0;0
B1800130000000;ALGUÉM COMO EU;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.3;1;;;258.0;;0;0;0;0
B1800166700000;ALÉM DO HOMEM;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.6;1;;;75.0;;0;0;0;0
B1800106900000;BENZINHO;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;1777.0;Q47136407;5;3;10180;6
B1900048500000;CINDERELA POP;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.3;1;5.0;0.0;1580.0;;0;0;0;0
B1800607100000;CINE MARROCOS;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;44.0;;0;0;0;0
B1800216200000;CORRENDO ATRÁS;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;81.0;;0;0;0;0
B1900005600000;CRAVOS;2018;Bilheteria · Distribuidora;FSA puro;0.0;0;;;7.0;;0;0;0;0
B1800422000000;DE VOLTA AO MARACANÃ;2018;Bilheteria · Distribuidora;FSA puro;4.3;1;;;;;0;0;0;0
B1800502000000;DOMINGO;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.078;2;4.0;1.0;120.0;;0;0;0;0
B1800279000000;JOVENS POLACAS;2018;Bilheteria · Distribuidora;FSA puro;0.0;0;0.0;;53.0;;0;0;0;0
B1800603500000;MEU AMIGO FELA;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.3;1;;;;;0;0;0;0
B1800269200000;MULHERES ALTERADAS;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.5;1;;;188.0;;0;0;0;0
B1800307900000;O CANDIDATO HONESTO 2;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.1;1;;;561.0;;0;0;0;0
B1800000800000;O GRANDE CIRCO MISTICO;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;1.7;1;2.0;1.0;687.0;;0;0;0;0
B1800115600000;O HOMEM PERFEITO;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.707;2;;;227.0;;0;0;0;0
B1800307200000;SUEÑO FLORIANÓPOLIS;2018;Bilheteria · Distribuidora;FSA puro;0.0;0;;;612.0;;0;0;0;0
B1800410600000;TUDO ACABA EM FESTA;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.998;2;0.0;;79.0;;0;0;0;0
B1800580500000;UMA PITADA DE SORTE;2018;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.072;2;;;;;0;0;0;0
B1900240000000;ANNA;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.1;1;;;42.0;;0;0;0;0
B1900232600000;BACURAU;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.9;1;;;34523.0;Q63246555;17;15;169668;18
B2000006000000;DE PERTO ELA NÃO É NORMAL;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.4;1;;;73.0;;0;0;0;0
B1900463100000;FLUXOS;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1900075800000;MARIA DO CARITÓ;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;101.0;;0;0;0;0
B2000006700000;MARIGHELLA;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.464;2;;;56844.0;;0;0;0;0
B1900341900000;MÚSICA PARA MORRER DE AMOR;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.3;1;;;174.0;;0;0;0;0
B1900572800000;NOITES DE ALFACE;2019;Bilheteria · Distribuidora;FSA puro;4.213;2;;;35.0;;0;0;0;0
B1900042200000;O CORPO É NOSSO!;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.543;1;;;9.0;;0;0;0;0
B1900589200000;OS SALAFRÁRIOS;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1900508000000;PIXINGUINHA, UM HOMEM CARINHOSO;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.936;2;8.0;0.0;138.0;;0;0;0;0
B1900417800000;SEGUNDO TEMPO;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.648;2;;;21.0;;0;0;0;0
B1900439300000;TERAPIA DO MEDO;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.788;2;;;236.0;;0;0;0;0
B1900235500000;TURMA DA MÔNICA - LAÇOS;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.9;1;20.0;4.0;2717.0;Q43303114;3;1;40640;3
B1900486900000;UM DIA QUALQUER;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.123;2;;;36.0;;0;0;0;0
B1900454200000;VENEZA;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.825;2;;;178.0;Q107187791;1;0;5626;1
B1900380000000;VOU NADAR ATÉ VOCÊ;2019;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;238.0;;0;0;0;0
B2000440700000;DENTE POR DENTE;2020;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;104.0;Q106321036;1;0;2396;1
B2000240300000;JESUS KID;2020;Bilheteria · Distribuidora;FSA puro;0.0;0;0.0;;138.0;;0;0;0;0
B2000047900000;JÚPITER;2020;Bilheteria · Distribuidora;FSA puro;3.1;1;;;69.0;;0;0;0;0
B2000042800000;LAMENTO;2020;Bilheteria · Distribuidora;FSA puro;3.6;1;0.0;;46.0;;0;0;0;0
B2000360900000;MIÚDA E O GUARDA-CHUVA;2020;Bilheteria · Distribuidora;FSA puro;4.315;2;0.0;;46.0;;0;0;0;0
B2000127500000;NADA É POR ACASO;2020;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.17;2;;;166.0;;0;0;0;0
B2000163800000;OS ESPETACULARES;2020;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;0.0;;137.0;;0;0;0;0
B2000004600000;SOLDADOS DA BORRACHA - OS HERÓIS ESQUECIDOS;2020;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.627;2;;;;;0;0;0;0
B2000340700000;SUJEITO OCULTO;2020;Bilheteria · Distribuidora;FSA puro;0.0;0;;;10.0;;0;0;0;0
B2000065800000;TARSILINHA;2020;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.463;1;0.0;;149.0;Q110626419;2;0;4620;2
B2100115300000;AOS NOSSOS FILHOS;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.683;1;;;124.0;Q111207065;2;2;1517;2
B2100433800000;CARRO REI;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;297.0;;0;0;0;0
B2100408300000;DESERTO PARTICULAR;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.937;2;0.0;;2153.0;Q108372078;5;3;14563;5
B2100260000000;DIÁRIOS DE INTERCÂMBIO;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.948;2;5.0;0.0;;;0;0;0;0
B2100027200000;JAIR RODRIGUES - DEIXA QUE DIGAM;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;20.0;;0;0;0;0
B2100070100000;O SILÊNCIO DA CHUVA;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.1;1;;;257.0;;0;0;0;0
B2100017600000;O TREM DA UTOPIA;2021;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.245;2;;;;;0;0;0;0
B2100507100000;OS DRAGÕES;2021;Bilheteria · Distribuidora;FSA puro;0.0;0;;;;;0;0;0;0
B2200102500000;AS ÓRFÃS DA RAINHA;2022;Bilheteria · Distribuidora;FSA puro;0.0;0;0.0;;26.0;;0;0;0;0
B2200375000000;CHICO PARA SEMPRE;2022;Bilheteria · Distribuidora;FSA puro;4.4;1;;;68.0;;0;0;0;0
B2200202000000;DE REPENTE DRAG;2022;Bilheteria · Distribuidora;FSA puro;4.095;2;;;27.0;;0;0;0;0
B2200050700000;MEU AMIGÃOZÃO - O FILME;2022;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.7;1;0.0;;66.0;Q119951213;2;1;1606;2
B2200356700000;SOCIEDADE DO MEDO;2022;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.788;2;0.0;;;;0;0;0;0
B2200065900000;SOL;2022;Bilheteria · Distribuidora;Misto FSA+Renúncia;4.24;2;;;231.0;Q86678552;1;1;3243;1
B2200347700000;TEMPOS DE BARBÁRIE - ATO I: TERAPIA DA VINGANÇA;2022;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.7;1;;;41.0;Q120577826;1;0;1581;1
B2300247700000;AGRESTE;2023;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;36.0;;0;0;0;0
B2300468900000;ATÉ QUE A MÚSICA PARE;2023;Bilheteria · Distribuidora;FSA puro;4.05;2;8.0;0.0;25.0;;0;0;0;0
B2300408500000;LILITH;2023;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;7.0;5.0;20.0;;0;0;0;0
B2300375400000;PRINCESA ADORMECIDA;2023;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.888;2;0.0;;218.0;Q124351048;1;0;10903;1
B1800001000000;EX-PAJÉ;2017;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;320.0;Q51882972;2;1;807;2
B1700339700000;HISTORIETAS ASSOMBRADAS - O FILME;2017;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.3;1;;;223.0;;0;0;0;0
B1700184000000;NOVA AMSTERDAM;2017;Add-on FSA (Compl./Comerc.);FSA puro;3.636;2;0.0;;;;0;0;0;0
B1700584300000;O BEIJO NO ASFALTO;2017;Add-on FSA (Compl./Comerc.);FSA puro;2.8;1;;;346.0;Q61056356;1;0;4911;1
B1800132900000;TINTA BRUTA;2018;Add-on FSA (Compl./Comerc.);FSA puro;2.6;1;;;1283.0;Q48671749;9;7;7720;9
B1500113300000;LOVE FILM FESTIVAL;2014;Add-on FSA (Compl./Comerc.);FSA puro;3.3;1;7.0;5.0;100.0;Q110418005;1;0;955;1
B1402192700000;OS AMIGOS;2014;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;;;115.0;Q118494238;1;0;1634;1
B1402146300000;PRAIA DO FUTURO;2014;Bilheteria · Distribuidora;Misto FSA+Renúncia;3.1;1;;;3642.0;Q16938850;14;12;31006;14
B1600245600000;ANTES O TEMPO NÃO ACABAVA;2015;Add-on FSA (Compl./Comerc.);FSA puro;3.648;2;1.0;0.0;118.0;Q22813590;3;2;1268;3
B1500464600000;BRUXARIAS;2015;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;;;0;0;0;0
B1500818400000;EM TRÊS ATOS;2015;Add-on FSA (Compl./Comerc.);FSA puro;4.412;2;;;52.0;;0;0;0;0
B1500651700000;MATE-ME POR FAVOR;2015;Bilheteria · Distribuidora;Misto FSA+Renúncia;2.8;1;15.0;0.0;826.0;Q27045137;5;3;7052;5
B1600033400000;MEU AMIGO HINDU;2015;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;4.3;1;;;638.0;Q23899112;7;5;15993;7
B1500701300000;OPERAÇÕES ESPECIAIS (EX BOLETIM DE OCORRÊNCIA B.O);2015;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.9;1;;;;;0;0;0;0
B1500868700000;ORAÇÃO DO AMOR SELVAGEM;2015;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;4.3;1;0.0;;57.0;;0;0;0;0
B1500778300000;S.O.S. MULHERES AO MAR 2;2015;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;4.0;1;0.0;;416.0;Q27117295;3;1;5660;3
B1600043800000;TÔ RYCA!;2015;Arranjos Regionais;Misto FSA+Renúncia;3.85;2;;;906.0;Q27703354;2;1;9827;2
B1600439400000;A TERRA VERMELHA;2016;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.975;2;;;;;0;0;0;0
B1700402100000;BLITZ;2016;Add-on FSA (Compl./Comerc.);FSA puro;3.933;2;;;7.0;;0;0;0;0
B1700578900000;CAMPUS SANTO;2016;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1700028400000;LAS INESES;2016;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;64.0;;0;0;0;0
B1600564300000;LUA EM SAGITÁRIO;2016;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;70.0;Q60999955;1;0;1065;1
B1700479800000;MEU MUNDIAL;2016;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;;;0;0;0;0
B1700477300000;DONA FLOR E SEUS DOIS MARIDOS;2017;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;4.035;2;;;256.0;Q56354779;2;1;8510;2
B1800029600000;O OLHO E A FACA;2017;Bilheteria · Distribuidora;Misto FSA+Renúncia;0.0;0;;;95.0;Q106547035;1;0;1791;1
B1700405200000;PRAÇA PARIS;2017;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;;;341.0;Q60999516;3;2;2753;3
B1800131200000;A TROPA DE TRAPO - NA SELVA DO ARCO-ÍRIS;2018;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.783;1;;;;;0;0;0;0
B1800262800000;A VOZ DO SILÊNCIO;2018;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;4.1;1;0.0;;103.0;;0;0;0;0
B1800556100000;CHORAR DE RIR;2018;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;1.0;24.0;97.0;;0;0;0;0
B1800445100000;DIAMANTINO;2018;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;3320.0;Q55272444;11;9;15873;11
B1800300700000;MISSÃO 115;2018;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;;;17.0;;0;0;0;0
B1900019900000;O GALÃ;2018;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;;;35.0;Q106547017;1;0;793;1
B1800346100000;O SEGREDO DE DAVI;2018;Bilheteria · Distribuidora;FSA puro;3.993;2;1.0;0.0;713.0;Q107378722;1;0;6740;1
B1800612900000;O ÚLTIMO JOGO;2018;Add-on FSA (Compl./Comerc.);FSA puro;4.6;1;;;;;0;0;0;0
B1800187200000;RAIVA;2018;Add-on FSA (Compl./Comerc.);FSA puro;0.0;0;;;333.0;;0;0;0;0
B1800285700000;TUDO POR UM POP STAR;2018;Bilheteria · Produtora;Misto FSA+Renúncia;3.45;2;5.0;0.0;414.0;Q51882749;2;1;20259;2
B1900588900000;MADAME;2019;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;2.2;1;0.0;;5.0;;0;0;0;0
B1900245500000;ÁGUAS SELVAGENS;2019;Add-on FSA (Compl./Comerc.);FSA puro;3.7;1;;;;;0;0;0;0
B2000102800000;CORRENDO POR UM SONHO;2020;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.775;1;;;109.0;Q107145723;1;0;7000;1
B2000277900000;MINHA FAMILIA PERFEITA;2020;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.656;1;7.0;0.0;27.0;;0;0;0;0
B2100282100000;A PRIMEIRA MORTE DE JOANA;2021;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;3.57;2;8.0;0.0;164.0;Q107940283;2;2;529;2
B2100408100000;O LIVRO DOS PRAZERES;2021;Bilheteria · Distribuidora;FSA puro;0.0;0;;;342.0;Q107585691;1;0;2785;1
B2100536000000;TROMBA TREM - O FILME;2021;Bilheteria · Produtora;FSA puro;3.3;1;;;106.0;Q110634248;1;0;2491;1
B2300440200000;NAHUEL E O LIVRO MAGICO;2023;Coprodução Intl;FSA puro;3.817;2;;;;;0;0;0;0
B2300135700000;VIDAS DESCARTÁVEIS;2023;Add-on FSA (Compl./Comerc.);Misto FSA+Renúncia;0.0;0;0.0;;;;0;0;0;0
B1700249500000;COMBOIO DE SAL E AÇÚCAR;2016;Festivais · Pontuação;FSA puro;3.683;2;;;205.0;Q41366550;6;4;6121;6
B1700596400000;DIAS VAZIOS;2016;Festivais · Pontuação;FSA puro;0.0;0;;;92.0;;0;0;0;0
B1600708000000;FALA COMIGO;2016;Festivais · Pontuação;FSA puro;3.5;1;2.0;0.0;704.0;Q34359202;3;2;5546;3
B1600420900000;MULHER DO PAI;2016;Festivais · Pontuação;FSA puro;3.1;1;8.0;0.0;172.0;;0;0;0;0
B1700307900000;A SOMBRA DO PAI;2017;Festivais · Pontuação;Misto FSA+Renúncia;3.5;1;;;217.0;Q96099759;1;0;1187;1
B1700222300000;ABAIXO A GRAVIDADE;2017;Festivais · Pontuação;FSA puro;4.3;1;17.0;19.0;36.0;;0;0;0;0
B1700509000000;BIO;2017;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;34.0;11.0;45.0;Q118431420;1;0;1091;1
B1700449500000;CONSTRUINDO PONTES;2017;Festivais · Pontuação;FSA puro;0.0;0;;;37.0;;0;0;0;0
B1700112000000;CORPO ELÉTRICO;2017;Festivais · Pontuação;Misto FSA+Renúncia;3.0;1;;;1035.0;Q48879272;4;2;1915;4
B1700305400000;GABRIEL E A MONTANHA;2017;Festivais · Pontuação;FSA puro;3.798;2;4.0;0.0;1553.0;Q29832195;7;5;6240;7
B1800002100000;MATA NEGRA;2017;Festivais · Pontuação;FSA puro;0.0;0;;;;;0;0;0;0
B1700104200000;PENDULAR;2017;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;608.0;Q48879271;3;1;837;3
B1800019400000;SOBRADINHO;2017;Festivais · Pontuação;FSA puro;0.0;0;1.0;0.0;;;0;0;0;0
B1700501700000;UNICÓRNIO;2017;Festivais · Pontuação;FSA puro;0.0;0;2.0;0.0;172.0;;0;0;0;0
B1800145300000;A TORRE;2018;Festivais · Pontuação;Misto FSA+Renúncia;2.9;1;;;;;0;0;0;0
B1900027100000;AINDA TEMOS A IMENSIDÃO DA NOITE;2018;Festivais · Pontuação;FSA puro;3.3;1;;;115.0;;0;0;0;0
B1800092400000;MARE NOSTRUM;2018;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;51.0;Q106546709;0;0;0;0
B1800097300000;MEIO IRMÃO;2018;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;3.0;0.0;160.0;;0;0;0;0
B1800204300000;MORMAÇO;2018;Festivais · Pontuação;FSA puro;0.0;0;;;148.0;;0;0;0;0
B1900039300000;SIRON. TEMPO SOBRE TELA;2018;Festivais · Pontuação;FSA puro;3.648;2;0.0;;;;0;0;0;0
B1900486200000;A FEBRE;2019;Festivais · Pontuação;FSA puro;0.0;0;;;769.0;Q100997627;4;2;6389;4
B1900263400000;BREVE MIRAGEM DE SOL;2019;Festivais · Pontuação;FSA puro;3.88;1;0.0;;154.0;;0;0;0;0
B1900381200000;CASA;2019;Festivais · Pontuação;Misto FSA+Renúncia;3.045;2;;;37.0;;0;0;0;0
B1900148000000;CORA;2019;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;;;0;0;0;0
B1900545200000;DESTERRO;2019;Festivais · Pontuação;FSA puro;0.0;0;;;155.0;;0;0;0;0
B1900172900000;GRETA;2019;Festivais · Pontuação;FSA puro;0.0;0;0.0;;8582.0;;0;0;0;0
B1900205500000;O OUTRO LADO DA MEMÓRIA;2019;Festivais · Pontuação;Misto FSA+Renúncia;3.77;2;0.0;;;;0;0;0;0
B1900121000000;O RIO DE JANEIRO DE HO CHI MINH;2019;Festivais · Pontuação;Misto FSA+Renúncia;4.225;2;3.0;0.0;;;0;0;0;0
B1900235800000;OS SONÂMBULOS;2019;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;13.0;;0;0;0;0
B1900299800000;RAIA 4;2019;Festivais · Pontuação;FSA puro;0.0;0;2.0;0.0;116.0;;0;0;0;0
B1900332300000;RIO DE VOZES;2019;Festivais · Pontuação;Misto FSA+Renúncia;4.225;2;0.0;;;;0;0;0;0
B1900425300000;RODANTES;2019;Festivais · Pontuação;FSA puro;0.0;0;;;85.0;;0;0;0;0
B1900484900000;SANTIAGO DE LAS AMERICAS OU O OLHO DO TERCEIRO MUNDO;2019;Festivais · Pontuação;FSA puro;3.943;2;;;;;0;0;0;0
B1900381500000;SEM SEU SANGUE;2019;Festivais · Pontuação;FSA puro;0.0;0;0.0;;183.0;;0;0;0;0
B1900597200000;SERTÂNIA;2019;Festivais · Pontuação;FSA puro;0.0;0;;;207.0;;0;0;0;0
B1900035900000;SOLDADO ESTRANGEIRO;2019;Festivais · Pontuação;FSA puro;0.0;0;;;11.0;;0;0;0;0
B1900623600000;UM ANIMAL AMARELO;2019;Festivais · Pontuação;FSA puro;3.635;2;1.0;0.0;246.0;;0;0;0;0
B1900272800000;UMA BAÍA;2019;Festivais · Pontuação;FSA puro;0.0;0;;;;;0;0;0;0
B2000263300000;5 CASAS;2020;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;38.0;49.0;23.0;;0;0;0;0
B2000338900000;AOS PEDAÇOS;2020;Festivais · Pontuação;FSA puro;0.0;0;;;49.0;;0;0;0;0
B2000297200000;ESPERA;2020;Festivais · Pontuação;Misto FSA+Renúncia;4.37;2;0.0;;34.0;;0;0;0;0
B2000177900000;KEVIN;2020;Festivais · Pontuação;FSA puro;4.2;1;;;21.0;;0;0;0;0
B2000313600000;LUZ NOS TRÓPICOS;2020;Festivais · Pontuação;FSA puro;3.6;1;;;69.0;;0;0;0;0
B2000076800000;MATO SECO EM CHAMAS;2020;Festivais · Pontuação;FSA puro;3.9;1;0.0;;389.0;;0;0;0;0
B2000319500000;NHEENGATU;2020;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;32.0;;0;0;0;0
B2000361300000;O REFLEXO DO LAGO;2020;Festivais · Pontuação;FSA puro;3.844;1;;;21.0;;0;0;0;0
B2000346300000;PAIXÕES RECORRENTES;2020;Festivais · Pontuação;FSA puro;0.0;0;2.0;2.0;13.0;;0;0;0;0
B2000044900000;PARA ONDE VOAM AS FEITICEIRAS;2020;Festivais · Pontuação;FSA puro;0.0;0;2.0;0.0;44.0;;0;0;0;0
B2000473600000;VENTO SECO;2020;Festivais · Pontuação;FSA puro;0.0;0;1.0;0.0;1558.0;;0;0;0;0
B2100535800000;A VIDA É DA COR QUE PINTAMOS;2021;Festivais · Pontuação;FSA puro;3.2;1;0.0;;;;0;0;0;0
B2100105600000;FORTALEZA HOTEL;2021;Festivais · Pontuação;FSA puro;0.0;0;0.0;;50.0;;0;0;0;0
B2100027500000;NATUREZA MORTA;2021;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;0.0;;21.0;;0;0;0;0
B2200146400000;A FELICIDADE DAS COISAS;2022;Festivais · Pontuação;FSA puro;3.575;1;;;174.0;;0;0;0;0
B2200214700000;ADEUS CAPITÃO;2022;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;10.0;;0;0;0;0
B2200023200000;ALDEOTAS;2022;Festivais · Pontuação;FSA puro;0.0;0;;;14.0;;0;0;0;0
B2200132800000;BEM VINDOS DE NOVO;2022;Festivais · Pontuação;FSA puro;3.02;1;;;38.0;;0;0;0;0
B2300031800000;BIZARROS PEIXES DAS FOSSAS ABISSAIS;2022;Festivais · Pontuação;Misto FSA+Renúncia;0.0;0;;;20.0;;0;0;0;0
B2200004100000;CANÇÃO AO LONGE;2022;Festivais · Pontuação;FSA puro;0.0;0;1.0;0.0;13.0;;0;0;0;0
B2200295300000;CASA VAZIA;2022;Festivais · Pontuação;FSA puro;0.0;0;;;13.0;;0;0;0;0
B2200297400000;LAVRA;2022;Festivais · Pontuação;FSA puro;0.0;0;;;12.0;;0;0;0;0
B2300051700000;FOGARÉU;2023;Festivais · Pontuação;FSA puro;0.0;0;;;302.0;;0;0;0;0
B2300180200000;LAMPIÃO, GOVERNADOR DO SERTÃO;2023;Festivais · Pontuação;FSA puro;0.0;0;;;;;0;0;0;0
B2300537000000;LONGE DO PARAÍSO;2023;Festivais · Pontuação;FSA puro;3.84;2;;;;;0;0;0;0
B2300041800000;TIA VIRGÍNIA;2023;Festivais · Pontuação;FSA puro;0.0;0;0.0;;250.0;;0;0;0;0
B1800115900000;"""EL HOMBRE QUE CUIDA""";2017;Coprodução Intl;FSA puro;0.0;0;;;80.0;;0;0;0;0
B1700396100000;NINGUÉM ESTÁ OLHANDO;2017;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B1800293900000;AS HERDEIRAS;2018;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
B1900036000000;LIBERDADE É UMA GRANDE PALAVRA;2018;Coprodução Intl;FSA puro;0.0;0;;;;;0;0;0;0
